REF_AREA,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,AGE_GROUP,2010_hdi,2018_hdi,2010_hcp,2018_hcp,2010_hci,2018_hci
ARG,Argentina,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,2.38325401475485,2.50409602020176,65.727,64.877,0.5885570645332336,0.6173667311668396
ARG,Argentina,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,1.61659575463879,1.76692991042161,65.727,64.877,0.5885570645332336,0.6173667311668396
ARG,Argentina,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,3.36743949209039,3.55467567302485,65.727,64.877,0.5885570645332336,0.6173667311668396
ARG,Argentina,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,1.57118771633049,1.79268321955248,65.727,64.877,0.5885570645332336,0.6173667311668396
ARG,Argentina,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,8.968196728992822,-3.4155368386781646,65.727,64.877,0.5885570645332336,0.6173667311668396
ARG,Argentina,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,10260.13131082542,11752.799892297908,65.727,64.877,0.5885570645332336,0.6173667311668396
ARM,Armenia,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,9.57056790179542,6.02412519696739,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,9.99429869278497,7.1104249739997,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,8.74849477457662,8.53172490184313,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,8.86978548599465,9.02749752852766,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,7.04324039029702,8.67686380091738,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,6.97825146293315,8.66258039970592,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,6.00547480890696,7.50436979044774,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,5.71218984053054,7.365043450589,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,6.05733942711049,6.18849053631884,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,5.55801312229211,5.82544567549168,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,7.61381428617849,5.7066497975644,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,6.96495460310916,5.13794225194821,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,7.60220468794315,6.39092614049777,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,7.07935216807528,5.51142988415288,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,5.75359700371412,7.80121582524154,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,5.26852785562136,6.73090072636879,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,4.00061076582021,6.45316496540835,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,3.4952541724469,5.44580963868621,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,2.63834429462384,4.69479062310884,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,2.20813299831189,3.73252874938097,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,12.2854787586942,13.6966545993918,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,202267.0,219142.0,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,124281.0,128578.0,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,8.8872793993385,9.3918929745348,66.379,65.744,,0.5817259550094604
ARM,Armenia,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,10.7247572394866,11.7116892663124,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,326547.0,347720.0,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,4.14595157851101,2.6047840995107,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,3.21940004419906,1.90850205114504,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,2.73891874890174,2.71335131202121,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,1.9598754255088,1.77938555452834,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,2.76226413665759,3.68372856475102,66.379,65.744,,0.5817259550094604
ARM,Armenia,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,1.49987093131875,1.97147661948046,66.379,65.744,,0.5817259550094604
ARM,Armenia,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,3041.344507233394,4196.005623017693,66.379,65.744,,0.5817259550094604
ARM,Armenia,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,2.9115869681619415,5.568501178500114,66.379,65.744,,0.5817259550094604
AUS,Australia,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,7.05205516191995,6.72702448667812,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,7.49359729592744,7.16431139733439,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,7.22354406777855,7.42405690593423,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,7.51320162237822,7.56880587670373,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,6.78541855925125,7.45837372194062,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,6.85450169675854,7.44682178124456,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,7.26212390003745,6.89137378373855,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,7.21469150582909,6.92378869957662,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,7.03591989695376,6.39075525128286,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,6.97988411039857,6.40055105428681,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,7.08919595159546,6.74905679134728,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,7.02092528247784,6.62516191110395,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,6.67998620497804,6.20732920261865,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,6.61053624137797,6.09631280489255,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,5.97680704062377,6.21043095282764,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,5.92403101239336,6.06932645101088,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,5.39610389113967,5.56453592364115,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,5.43853590063827,5.34514716327013,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,4.13011517242406,4.93228464410004,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,4.12020164605581,4.76469186962687,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,1613899.0,2077658.0,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,14.5877950211555,16.5216878325886,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,12.4616202898701,14.7469233129889,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,1366840.0,1826838.0,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,13.529289383836,15.6409676060892,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,2980739.0,3904495.0,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,3.2582352472165,4.10240248531983,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,3.13417478622348,4.0049506000914,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,2.67882273904937,2.90094250532592,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,2.31926620851873,2.69274315364665,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,4.52062186246557,4.58605819784283,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,2.88797764907203,3.28453768962396,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,0.6322644960112314,1.3466306507712034,64.868,65.312,0.7548437714576721,0.7808339595794678
AUS,Australia,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,52313.893904121345,57410.173734600896,64.868,65.312,0.7548437714576721,0.7808339595794678
AUT,Austria,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,6.0112488549661,5.79828051137544,60.32,61.676,0.7377821207046509,0.7686731219291687
AUT,Austria,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,6.47786205792612,6.35911494721272,60.32,61.676,0.7377821207046509,0.7686731219291687
AUT,Austria,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,6.45419916827114,6.56218115399428,60.32,61.676,0.7377821207046509,0.7686731219291687
AUT,Austria,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,6.83189678453339,7.10398730934349,60.32,61.676,0.7377821207046509,0.7686731219291687
AUT,Austria,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,6.12923846027759,6.58324606362716,60.32,61.676,0.7377821207046509,0.7686731219291687
AUT,Austria,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,6.51295741812064,7.0182315502084,60.32,61.676,0.7377821207046509,0.7686731219291687
AUT,Austria,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,6.92608769046182,6.55445846657473,60.32,61.676,0.7377821207046509,0.7686731219291687
AUT,Austria,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,7.19021562471459,6.88996586327464,60.32,61.676,0.7377821207046509,0.7686731219291687
